Teacher_ID,School_ID,Subject,Training_Level,Years_of_Experience,Student_Teacher_Ratio
TCH1088,SCH314,Science,Basic,11.970549557967132,27.581345708960843
TCH1089,SCH290,Math,Basic,6.236152963780122,27.2878314594206
TCH1090,SCH300,Math,Advanced,5.378323906403752,9.430694344062871
TCH1091,SCH242,English,Basic,11.372750298443218,21.227182079799224
TCH1092,SCH151,English,Basic,1.0,16.93120973228258
TCH1093,SCH245,Social Studies,Advanced,6.692617209506279,8.914538525933919
TCH1094,SCH343,Science,Basic,14.825338662632483,10.231132010935427
TCH1095,SCH069,Nepali,Advanced,13.421041448104118,9.182008496730765
TCH1096,SCH250,Math,Basic,8.053953232245652,26.379086868273106
TCH1097,SCH126,Social Studies,Basic,6.090882000879501,23.49101869894637
TCH1098,SCH277,English,Basic,15.563605234403406,25.049516209766775
TCH1099,SCH452,Nepali,Advanced,6.378457140970057,22.981580758684785
TCH1100,SCH384,English,Basic,8.61064120514251,21.466275133092665
TCH1101,SCH373,Nepali,Basic,15.74868021374009,13.0140285621933
TCH1102,SCH412,Social Studies,Advanced,6.287283001706858,17.69259202478335
TCH1103,SCH418,English,Basic,15.028264106315799,27.221584018207967
TCH1104,SCH458,Social Studies,Advanced,2.4197128656231968,23.895925361038653
TCH1105,SCH234,Nepali,Basic,4.712139227055815,19.222368310326654
TCH1106,SCH267,Social Studies,Advanced,2.881704057949558,24.62963497734456
TCH1107,SCH480,Science,Advanced,4.083035634790601,24.722996830245805
TCH1108,SCH171,English,Basic,1.0,19.711002951560012
TCH1109,SCH133,Social Studies,Advanced,13.4887899000552,7.559418654284771
TCH1110,SCH199,Science,Advanced,4.545834349656904,18.516414786520933
TCH1111,SCH272,Social Studies,Advanced,5.748655806600574,17.25591526083817
TCH1112,SCH310,English,Advanced,20.516894207138105,10.152162237398782
TCH1113,SCH233,English,Basic,11.191768150512573,26.862292564529394
TCH1114,SCH179,Science,Basic,11.84651149913342,26.82231364994384
TCH1115,SCH351,Nepali,Basic,11.2029567224066,31.538793085223716
TCH1116,SCH013,Science,Basic,4.06610842584061,21.02970021718339
TCH1117,SCH478,Math,Basic,4.810273085700245,25.16430971585033
TCH1118,SCH040,Social Studies,Basic,6.380942389387192,27.83225655853012
TCH1119,SCH340,English,Advanced,16.235380327293864,12.169941019749258
TCH1120,SCH274,Math,Advanced,6.315419326467731,25.677389468278314
TCH1121,SCH302,Math,Basic,12.843275075799472,23.897685090424012
TCH1122,SCH305,Math,Basic,9.906649912875727,16.539522164787012
TCH1123,SCH332,Math,Advanced,5.88651803717974,19.517458182963253
TCH1124,SCH473,English,Advanced,4.323997306856905,10.745915695937754
TCH1125,SCH371,Nepali,Basic,17.64261591104102,11.287594461774873
TCH1126,SCH436,Science,Advanced,6.206421646233838,32.08069085682408
TCH1127,SCH130,Science,Basic,10.094597144382632,22.582597942556962
TCH1128,SCH347,Math,Advanced,10.353941991135743,27.453725931133945
TCH1129,SCH213,Social Studies,Basic,17.005979914804698,18.786310205543675
TCH1130,SCH106,Nepali,Advanced,9.245794383691758,11.589988618869654
TCH1131,SCH174,Social Studies,Advanced,15.653788410962397,8.344096948542957
TCH1132,SCH072,Math,Advanced,17.566905922417607,11.314335957568492
TCH1133,SCH035,Math,Basic,3.7902871466528443,30.2507247434986
TCH1134,SCH150,English,Advanced,6.677272161741649,11.372011119317555
TCH1135,SCH375,Science,Basic,23.11617146921708,9.585895065299452
TCH1136,SCH279,Nepali,Basic,5.030813359090617,24.2090023748632
TCH1137,SCH412,Social Studies,Basic,7.78654290362339,23.518992438680115
TCH1138,SCH488,Social Studies,Advanced,12.314169774458776,12.830387249624177
TCH1139,SCH175,Science,Basic,3.7231654297014347,32.155012513229615
TCH1140,SCH165,Nepali,Advanced,13.854971714398449,13.499201023197157
TCH1141,SCH468,English,Basic,8.074182307905945,29.158252929514035
TCH1142,SCH196,Math,Basic,10.17255647634361,15.0
TCH1143,SCH331,Math,Basic,3.7035543705877725,20.988894432839405
TCH1144,SCH268,Science,Advanced,1.0,30.111256343333324
TCH1145,SCH088,Math,Advanced,15.063789632701758,27.13353261467313
TCH1146,SCH451,Science,Basic,15.073007706243445,30.217386704073757
TCH1147,SCH499,Social Studies,Advanced,10.444962172875902,30.486617174819685
TCH1148,SCH489,Social Studies,Advanced,1.1382685406443294,19.126543775828722
TCH1149,SCH467,Nepali,Advanced,14.968517903665035,7.577113897156026
TCH1150,SCH385,English,Basic,10.319316527276982,22.325172878234728
TCH1151,SCH438,English,Basic,13.977717367375572,30.170868685390783
TCH1152,SCH492,Nepali,Basic,5.63659199464104,22.754454883461417
TCH1153,SCH303,Science,Basic,9.620032113914093,24.955248062893347
TCH1154,SCH001,Science,Basic,8.694159245770429,19.19693291998357
TCH1155,SCH329,Science,Basic,5.341975530088006,25.03028682685344
TCH1156,SCH280,Math,Basic,16.214528809694976,18.455381807229067
TCH1157,SCH296,Math,Advanced,7.16900949367333,29.978067645037537
TCH1158,SCH461,Math,Advanced,12.909502248064822,12.990943880724172
TCH1159,SCH326,Social Studies,Advanced,6.320019695225628,20.120324112397057
TCH1160,SCH072,English,Advanced,5.2197900159133,7.376430468017128
TCH1161,SCH025,Nepali,Advanced,2.3912985984153554,25.055339800637313
TCH1162,SCH272,English,Basic,12.160170454400928,24.646407576677603
TCH1163,SCH408,English,Advanced,11.439454745383605,10.347023279705484
TCH1164,SCH185,Science,Advanced,1.157206386038308,8.915755115133484
TCH1165,SCH077,Science,Basic,8.295416267551198,17.08561408304411
TCH1166,SCH319,Nepali,Basic,12.580400348857951,10.750140945465699
TCH1167,SCH280,Math,Basic,14.586673885051702,19.62527199845366
TCH1168,SCH377,Science,Basic,1.6506241262390535,25.942223194676586
TCH1169,SCH072,Social Studies,Basic,10.182267412813681,9.744519828110528
TCH1170,SCH443,English,Advanced,2.3310924314411112,24.971609760244572
TCH1171,SCH471,Nepali,Advanced,11.188365401936588,10.025944163027548
TCH1172,SCH450,Science,Advanced,8.685617298308761,7.125320079445009
TCH1173,SCH328,Nepali,Advanced,7.22766638753782,22.445370991988412
TCH1174,SCH224,Math,Advanced,18.85017466592255,32.72905887666057
TCH1175,SCH286,English,Basic,11.8816255057407,9.767305721811004
TCH1176,SCH274,English,Basic,13.193305850616067,26.189202201939786
TCH1177,SCH473,Math,Advanced,21.03044659495615,10.504699248226254
TCH1178,SCH470,Science,Basic,15.124756183853908,29.393354088263433
TCH1179,SCH276,Social Studies,Basic,15.60919728950715,32.70951755670954
TCH1180,SCH432,Math,Advanced,7.278956726623073,15.058599125134855
TCH1181,SCH341,Nepali,Basic,7.308328567533435,25.482399991417942
TCH1182,SCH177,Math,Basic,11.286815225734975,19.99783567391852
TCH1183,SCH271,Social Studies,Advanced,5.303168084069162,22.340881619981214
TCH1184,SCH162,English,Basic,6.764565120747156,24.536016013439855
TCH1185,SCH164,Nepali,Advanced,4.704461254532777,28.676189031278188
TCH1186,SCH404,Math,Basic,1.0,34.27784935710087
TCH1187,SCH139,Nepali,Basic,3.895973881839165,24.927509076399684
TCH1188,SCH002,Science,Advanced,9.226097650487961,24.983232948621502
TCH1189,SCH469,English,Advanced,19.81084766213114,11.349392062488388
TCH1190,SCH345,Social Studies,Basic,4.168280822365718,23.867652618070935
TCH1191,SCH314,English,Basic,4.933655684740149,27.611104824286564
TCH1192,SCH379,Math,Advanced,6.6710517657538,20.378198882799825
TCH1193,SCH330,Social Studies,Basic,17.014734356759053,9.571939188289562
TCH1194,SCH242,Math,Basic,1.4927898913172264,23.841545687035147
TCH1195,SCH291,Social Studies,Basic,16.021074587672917,10.406309809744666
TCH1196,SCH289,Nepali,Advanced,15.195696625790678,10.325133094259082
TCH1197,SCH394,Math,Basic,3.300834413485938,32.626962083201164
TCH1198,SCH049,English,Advanced,9.240488482359803,29.033946840710747
TCH1199,SCH315,Science,Basic,2.6210303813155935,24.218884457200456
TCH1200,SCH049,Math,Basic,12.043402121758607,26.565736559394544
TCH1201,SCH401,Science,Advanced,7.734339828833694,11.539352727994954
TCH1202,SCH154,Science,Basic,8.890694263613312,29.714745518990455
TCH1203,SCH291,Science,Advanced,10.452528853582448,8.643729671908606
TCH1204,SCH037,Social Studies,Basic,1.0,25.489284330505754
TCH1205,SCH401,Nepali,Advanced,9.342142908895237,7.46344652017535
TCH1206,SCH277,Social Studies,Advanced,11.65003284442617,17.184262488039124
TCH1207,SCH144,English,Basic,10.78273476801378,23.785321042594344
TCH1208,SCH477,Social Studies,Advanced,16.105593493687657,7.230301788892692
TCH1209,SCH156,Math,Advanced,8.887036215030474,10.25274767915861
TCH1210,SCH031,Science,Advanced,2.401639453782132,32.632031694212316
TCH1211,SCH259,Math,Advanced,8.888193531625276,19.41843344279727
TCH1212,SCH027,English,Basic,13.29502760316707,10.645920278812705
TCH1213,SCH115,Social Studies,Basic,12.775896277174422,27.30653540060045
TCH1214,SCH317,Math,Basic,9.71863872126263,20.646193801232762
TCH1215,SCH481,Nepali,Basic,9.02371188883186,28.84810303242263
TCH1216,SCH112,Math,Basic,6.025136965692063,12.2156703168428
TCH1217,SCH288,English,Basic,14.605147863365918,26.966227502487644
TCH1218,SCH085,English,Basic,15.770670948750311,26.202492501458384
TCH1219,SCH033,Math,Basic,10.289919280118964,13.407439174468195
TCH1220,SCH284,Math,Advanced,13.93038720512346,10.65265558043661
TCH1221,SCH114,Math,Basic,9.439660656239491,19.842557639965346
TCH1222,SCH418,Social Studies,Basic,10.103570037488744,23.86012703714858
TCH1223,SCH101,Science,Advanced,16.944479451267682,6.892078208693306
TCH1224,SCH189,English,Advanced,20.58840756903688,15.156158254184424
TCH1225,SCH093,English,Basic,4.304987436366195,18.46389892942159
TCH1226,SCH103,Math,Basic,5.591625076277829,20.28966581639321
TCH1227,SCH322,Nepali,Basic,3.1847423194971785,24.108695048931867
TCH1228,SCH349,Nepali,Basic,5.159868800535946,21.984398214215233
TCH1229,SCH180,Science,Advanced,12.87440397522052,14.346513656277594
TCH1230,SCH008,Science,Basic,1.662503530608741,33.95434228889941
TCH1231,SCH014,Math,Advanced,15.580600188225109,6.42750726513931
TCH1232,SCH398,Social Studies,Advanced,7.0691558098128935,35.978219201571676
TCH1233,SCH303,Science,Basic,5.063083320430347,32.53712106683152
TCH1234,SCH034,Math,Basic,10.020121407159001,24.484219878786526
TCH1235,SCH065,Math,Basic,9.047616880651807,9.806657476235436
TCH1236,SCH227,Math,Basic,12.618896864373227,23.500441006468158
TCH1237,SCH021,Science,Basic,13.02519026719266,31.517345664610243
TCH1238,SCH481,Math,Basic,8.02454722555156,31.46117748817482
TCH1239,SCH301,Nepali,Advanced,13.346871539364972,8.096001821837573
TCH1240,SCH284,Social Studies,Advanced,8.138092308849997,11.804983298393932
TCH1241,SCH157,Social Studies,Advanced,4.518895208146345,15.0
TCH1242,SCH444,Science,Advanced,8.151162675596611,25.55128200572861
TCH1243,SCH360,Social Studies,Basic,12.273151188781068,29.341955125683334
TCH1244,SCH293,Science,Advanced,7.460897166925476,30.534769447591586
TCH1245,SCH272,Science,Basic,10.953709699685172,26.279741540197453
TCH1246,SCH332,English,Basic,8.628247015169887,20.797606042153063
TCH1247,SCH263,Science,Advanced,2.8512760680741804,12.521554205476447
TCH1248,SCH429,Nepali,Basic,4.727230524372432,17.918326526721962
TCH1249,SCH308,Social Studies,Basic,12.65830075414386,20.996301908431224
TCH1250,SCH020,Science,Basic,7.330658636789159,11.261565278715933
TCH1251,SCH103,Nepali,Advanced,7.993999050691176,34.08731708981028
TCH1252,SCH067,English,Basic,10.451768721389534,9.92387956855181
TCH1253,SCH438,Nepali,Advanced,2.156899843255535,21.584567825790966
TCH1254,SCH073,Social Studies,Advanced,1.8403854783900968,6.807208146246826
TCH1255,SCH072,English,Advanced,13.576601162082381,7.922391491891879
TCH1256,SCH437,Science,Advanced,14.796422349526521,11.96646091064067
TCH1257,SCH203,English,Advanced,1.0,10.471958788136464
TCH1258,SCH171,Social Studies,Advanced,6.100291017328614,22.249860777939997
TCH1259,SCH489,Nepali,Basic,9.173683725773055,32.01269728434857
TCH1260,SCH366,Science,Basic,6.884492745561969,28.61405136006953
TCH1261,SCH433,Science,Basic,10.773361890659322,22.375818932295854
TCH1262,SCH276,Social Studies,Basic,5.706173424646559,21.714897696467897
TCH1263,SCH424,Social Studies,Basic,8.731249815753287,32.97602135740182
TCH1264,SCH335,English,Advanced,16.891237971947557,11.464893980238774
TCH1265,SCH225,Social Studies,Basic,6.963404636492719,6.491996249036674
TCH1266,SCH322,Nepali,Advanced,1.0,27.65951824068083
TCH1267,SCH344,Social Studies,Advanced,14.340369378014788,24.661477033787968
TCH1268,SCH325,English,Basic,13.487876390997219,31.539776158181454
TCH1269,SCH308,English,Advanced,1.0,19.899072636072912
TCH1270,SCH199,Social Studies,Basic,4.647394997221621,28.64902038912999
TCH1271,SCH406,Science,Basic,1.0,28.786603613761873
TCH1272,SCH275,Social Studies,Basic,1.600787002425708,25.297282011638657
TCH1273,SCH390,Nepali,Basic,3.467729861326054,23.87586967466135
TCH1274,SCH262,Math,Advanced,3.682330541274512,26.595196106045872
TCH1275,SCH395,Nepali,Basic,6.627154560160596,21.595857019509737
TCH1276,SCH331,English,Advanced,1.0,15.0
TCH1277,SCH339,Math,Basic,5.417756669293278,16.092848780251344
TCH1278,SCH059,Social Studies,Advanced,7.656332139041459,8.832272605744755
TCH1279,SCH288,Social Studies,Basic,5.445804694949009,28.004922570327018
TCH1280,SCH439,English,Advanced,3.8464666670676584,19.754958320891095
TCH1281,SCH059,English,Basic,15.630836944434707,9.60854801742171
TCH1282,SCH009,Science,Advanced,9.782855800122068,22.246090650792706
TCH1283,SCH316,Science,Basic,3.4505619398702527,23.167966853651134
TCH1284,SCH243,Science,Basic,7.8894396989558855,21.00178712965464
TCH1285,SCH090,English,Basic,8.218939925782369,29.41179784258079
TCH1286,SCH321,Science,Basic,10.309330916836906,33.97953121560372
TCH1287,SCH385,Social Studies,Basic,8.846607358192177,30.10064215003505
TCH1288,SCH252,English,Basic,12.62632920274232,23.481965692402998
TCH1289,SCH246,Science,Basic,2.1174382925849855,29.879049968984965
TCH1290,SCH270,Nepali,Advanced,13.688960314595933,9.308260288522845
TCH1291,SCH012,Science,Basic,1.2075006515053754,26.186467019409726
TCH1292,SCH465,Social Studies,Basic,4.255711334981914,26.154637885142634
TCH1293,SCH472,English,Basic,8.219537415527377,27.492539707207396
TCH1294,SCH334,English,Basic,19.586079302026032,10.644677001583181
TCH1295,SCH417,Science,Basic,15.638832056076177,11.903454563386434
TCH1296,SCH250,English,Basic,6.852070049986247,27.755111555731183
TCH1297,SCH326,Science,Basic,1.0,31.382999553697932
TCH1298,SCH369,English,Basic,9.957970724919324,7.74819670952415
TCH1299,SCH396,Science,Basic,9.464993066857954,15.648708491813139
TCH1300,SCH317,English,Basic,6.879446077336741,30.124942110604866
TCH1301,SCH176,Math,Advanced,14.693729954119108,8.53624646262366
TCH1302,SCH248,English,Basic,4.911525283690525,28.43033781797604
TCH1303,SCH043,English,Advanced,4.176370577568579,7.081737063838424
TCH1304,SCH042,Social Studies,Basic,7.698720622665425,26.81308055653221
TCH1305,SCH051,English,Basic,6.079802319112135,19.047352584995576
TCH1306,SCH133,English,Advanced,13.583216899209326,11.605925183042606
TCH1307,SCH139,Social Studies,Basic,8.727103262207615,20.42102703203774
TCH1308,SCH366,Social Studies,Advanced,3.2957657129128823,20.124081215541526
TCH1309,SCH184,Science,Basic,9.722715068919456,33.519169422256375
TCH1310,SCH329,Social Studies,Basic,8.67091118370859,22.178098152302898
TCH1311,SCH466,Science,Advanced,6.6872774281033465,23.77830607240365
TCH1312,SCH012,Social Studies,Basic,2.85188924351898,22.017995955545498
TCH1313,SCH295,Social Studies,Advanced,11.804450044805378,8.192833988086592
TCH1314,SCH366,Social Studies,Basic,6.472030912119738,20.732073965835788
TCH1315,SCH155,Math,Advanced,10.96797029470807,26.341918462381607
TCH1316,SCH290,English,Basic,6.894005000123422,30.109125698413088
TCH1317,SCH374,Science,Advanced,7.9186873870107,22.349150474587812
TCH1318,SCH475,English,Basic,8.94009944848028,24.694715717775146
TCH1319,SCH383,English,Advanced,11.153150891070293,24.723244103060026
TCH1320,SCH397,Science,Basic,7.3297612782206585,28.382811310689032
TCH1321,SCH170,Social Studies,Basic,13.088933831812543,23.00916550886901
TCH1322,SCH436,Math,Basic,11.287051845667943,24.334902761754446
TCH1323,SCH480,Nepali,Basic,4.754909371265266,28.287610644456123
TCH1324,SCH428,Science,Advanced,10.190199732421567,22.913506431321537
TCH1325,SCH329,Nepali,Advanced,8.946305856517979,26.310868680765864
TCH1326,SCH493,Nepali,Basic,15.622433447841987,9.470948347460785
TCH1327,SCH161,Nepali,Basic,7.761179247195071,29.419978763541806
TCH1328,SCH399,Social Studies,Basic,5.4613743038573235,32.94863331045335
TCH1329,SCH226,Nepali,Basic,13.899790440177542,9.957495829570892
TCH1330,SCH443,Science,Basic,1.0,21.438463346997445
TCH1331,SCH075,Social Studies,Basic,1.0,31.276269234213494
TCH1332,SCH414,Science,Basic,10.989077347162821,25.699042175646397
TCH1333,SCH114,English,Advanced,13.773143886854129,25.67575221484517
TCH1334,SCH349,Social Studies,Basic,1.0,25.034619766878123
TCH1335,SCH275,English,Advanced,9.906826991782935,28.34453369256561
TCH1336,SCH410,Nepali,Advanced,13.26651299815677,10.371600312675334
TCH1337,SCH395,Social Studies,Basic,4.756907842834193,15.0
TCH1338,SCH030,Math,Basic,7.303232777215942,5.511603427575953
TCH1339,SCH145,Science,Basic,18.268947266828135,10.09035048781876
TCH1340,SCH452,Social Studies,Basic,7.676800864735456,22.66793253782293
TCH1341,SCH070,Math,Basic,12.233625791200268,23.006308702609537
TCH1342,SCH331,Math,Basic,3.444924940489219,28.236735500724052
TCH1343,SCH079,Math,Basic,3.31852890347143,24.420051693244314
TCH1344,SCH234,Nepali,Advanced,3.570031461951938,36.608877077351245
TCH1345,SCH455,Math,Advanced,14.199759068535329,5.0
TCH1346,SCH465,Science,Basic,15.700180160256478,15.25317478304589
TCH1347,SCH368,Math,Advanced,7.360534311322617,28.0301537585843
TCH1348,SCH011,English,Advanced,23.878547500718987,15.25634618451033
TCH1349,SCH479,Science,Basic,2.1995101302380187,27.197605487173906
TCH1350,SCH454,English,Basic,8.182953009707234,36.78260838776748
TCH1351,SCH273,Social Studies,Advanced,9.402402626737615,27.977585889105885
TCH1352,SCH450,Social Studies,Basic,8.838854578040655,9.777892435777694
TCH1353,SCH133,Science,Advanced,12.679517198000077,8.385098508194272
TCH1354,SCH323,Nepali,Advanced,5.376261281373256,25.71047388085194
TCH1355,SCH136,Nepali,Advanced,1.0,16.73983416372964
TCH1356,SCH088,English,Basic,2.2200076349984386,23.291282857243296
TCH1357,SCH080,Social Studies,Advanced,15.812028957995054,6.848921947635757
TCH1358,SCH430,Science,Advanced,8.975335360044554,8.817946188946925
TCH1359,SCH048,Math,Basic,7.757128829378929,27.179731920420558
TCH1360,SCH379,Math,Advanced,1.0,19.272132814469046
TCH1361,SCH280,Science,Advanced,8.709639318699331,19.30459685585509
TCH1362,SCH146,Social Studies,Basic,7.911880205529645,9.979216966687197
TCH1363,SCH272,Social Studies,Basic,6.9214222973016835,25.780658330918282
TCH1364,SCH345,Social Studies,Basic,5.680441776967987,21.193250569211738
TCH1365,SCH291,Nepali,Advanced,14.535565089165814,8.70708426470369
TCH1366,SCH324,Math,Advanced,10.136274334829475,8.103894920888813
TCH1367,SCH030,Nepali,Basic,12.924381924686081,7.504387178874604
TCH1368,SCH041,Science,Advanced,3.6870667989415775,8.893558877250909
TCH1369,SCH097,Science,Basic,7.595605604129745,25.817834499971408
TCH1370,SCH351,Science,Basic,12.56551229788776,24.322308633402663
TCH1371,SCH127,English,Basic,6.043701758872201,23.905205848374372
TCH1372,SCH038,English,Advanced,10.021225049468654,10.052946733997262
TCH1373,SCH116,Math,Advanced,6.123014557570538,27.294944761592575
TCH1374,SCH192,English,Basic,9.578536322818739,25.518990598382
TCH1375,SCH064,Nepali,Advanced,4.4463928638625205,28.105627882256478
TCH1376,SCH290,English,Basic,11.827302896005543,27.158601635021295
TCH1377,SCH390,Math,Basic,7.893207644462963,24.59777339112735
TCH1378,SCH497,Math,Basic,15.367641940811014,21.108251204243604
TCH1379,SCH496,Math,Basic,1.0,28.960271232231097
TCH1380,SCH399,English,Basic,6.077600066898388,22.281297841557624
TCH1381,SCH143,Social Studies,Basic,5.642475995199055,29.049179030283963
TCH1382,SCH093,Nepali,Basic,7.833760395086559,26.91783875242857
TCH1383,SCH009,Math,Basic,8.31260390857525,28.858585888237457
TCH1384,SCH165,Math,Advanced,15.512824432538972,7.831232215585711
TCH1385,SCH211,Social Studies,Basic,11.798314936017519,23.57325065633856
TCH1386,SCH289,Social Studies,Basic,11.90440447762381,10.717843458106465
TCH1387,SCH281,Nepali,Basic,7.756630465810014,27.037896522851472
TCH1388,SCH211,Science,Basic,5.4425405835098974,24.084753469884923
TCH1389,SCH379,Math,Advanced,10.562590217972149,21.65931044764508
TCH1390,SCH270,Math,Advanced,12.603048710866299,9.780999599542369
TCH1391,SCH047,English,Basic,6.272076552163023,24.647883991808946
TCH1392,SCH248,Social Studies,Basic,5.726042447751599,23.867260927060517
TCH1393,SCH449,Social Studies,Basic,12.810010896157142,18.416560265585836
TCH1394,SCH296,Nepali,Basic,10.975854931793235,24.79107102908358
TCH1395,SCH318,Nepali,Basic,14.558882285534189,9.123102228452435
TCH1396,SCH457,Science,Advanced,9.570563403363307,10.4597695707824
TCH1397,SCH167,Social Studies,Advanced,7.130319551042383,25.086653975094578
TCH1398,SCH492,English,Basic,8.349369249833002,15.0
TCH1399,SCH130,Science,Basic,12.76916114240121,25.31319619714492
TCH1400,SCH480,Science,Advanced,7.64750844832832,23.40989381173679
TCH1401,SCH282,Social Studies,Basic,5.94802331798246,23.585862682869923
TCH1402,SCH105,Social Studies,Basic,11.015165554225772,28.979597191608406
TCH1403,SCH344,Social Studies,Basic,6.615856075704428,31.149619468818603
TCH1404,SCH055,Nepali,Basic,7.440279125222685,22.205078339715666
TCH1405,SCH094,Science,Basic,8.41346974935554,20.581791970954075
TCH1406,SCH264,English,Basic,2.50672786297213,26.531582786155184
TCH1407,SCH372,Social Studies,Advanced,10.463664759865146,9.722531236529605
TCH1408,SCH369,Social Studies,Basic,17.182938439036157,8.482437012114602
TCH1409,SCH276,English,Basic,8.724943610506882,24.406109055558147
TCH1410,SCH282,Social Studies,Basic,5.6600297519978815,26.306194325300453
TCH1411,SCH370,Science,Advanced,15.929023021386056,12.80586799177497
TCH1412,SCH112,Social Studies,Advanced,13.005219238616819,10.43836721406349
TCH1413,SCH029,Social Studies,Basic,2.1959404766681407,23.785023411035638
TCH1414,SCH172,Nepali,Advanced,7.246339998679666,10.68940132053166
TCH1415,SCH188,English,Basic,11.196893805498458,25.879956090417334
TCH1416,SCH303,English,Basic,7.689508925384779,21.382374110799898
TCH1417,SCH301,Nepali,Advanced,1.0,10.459890161301315
TCH1418,SCH160,English,Basic,6.850436430767923,26.847355176816585
TCH1419,SCH019,Math,Advanced,3.4581602261697233,21.935785934639934
TCH1420,SCH194,Science,Basic,4.552385761419948,20.220219459860868
TCH1421,SCH309,Social Studies,Basic,10.668261685744925,33.452058180424515
TCH1422,SCH422,Math,Basic,3.8210404177291877,30.679936563149383
TCH1423,SCH017,English,Advanced,1.767558598522795,34.007403159680976
TCH1424,SCH349,Nepali,Basic,11.026906077175084,24.707153943026604
TCH1425,SCH141,Math,Basic,9.354800340237386,18.407608439683575
TCH1426,SCH486,English,Basic,1.7540532248947338,34.71188141811467
TCH1427,SCH008,Science,Advanced,10.108581613062574,20.284440834271287
TCH1428,SCH239,English,Advanced,7.3976302880653915,25.383366712298077
TCH1429,SCH374,English,Basic,1.0,34.11025206276674
TCH1430,SCH498,Science,Advanced,6.562256066049279,9.036968811143742
TCH1431,SCH163,Math,Basic,1.0,34.76898326574992
TCH1432,SCH239,Social Studies,Basic,3.6429960561495207,32.33208551745336
TCH1433,SCH100,Social Studies,Advanced,10.387331886010466,10.203080076762452
TCH1434,SCH281,Social Studies,Basic,8.636557042719147,26.021309956205634
TCH1435,SCH114,Social Studies,Basic,12.196191232300247,26.222243880143616
TCH1436,SCH109,Nepali,Advanced,19.74860971127618,6.753712511828528
TCH1437,SCH412,English,Basic,7.408229409306473,25.905063948798745
TCH1438,SCH313,Math,Advanced,15.088620675116154,11.357237344489967
TCH1439,SCH024,Math,Basic,8.029455613408798,22.12251294180657
TCH1440,SCH277,Science,Basic,3.6629679873641416,24.56892900091405
TCH1441,SCH001,English,Basic,10.474846235114233,24.293994045367498
TCH1442,SCH155,Social Studies,Basic,8.996865047328336,20.09883802602696
TCH1443,SCH052,Nepali,Basic,4.142809732741604,28.499573787686913
TCH1444,SCH372,Social Studies,Advanced,12.448697671804638,10.238953437307972
TCH1445,SCH215,Social Studies,Basic,2.9055961324088493,20.177066609268078
TCH1446,SCH232,Social Studies,Basic,4.641581728223616,30.604547800830787
TCH1447,SCH110,Nepali,Basic,12.36096320531891,8.981653100040432
TCH1448,SCH112,Math,Basic,11.511731566653252,12.250334588875534
TCH1449,SCH133,Math,Basic,5.7674054062304085,9.930994635835777
TCH1450,SCH394,Science,Basic,11.506128373761584,22.4607664724995
TCH1451,SCH152,Nepali,Advanced,9.02382537344353,11.049405397938534
TCH1452,SCH303,Math,Basic,5.6026206859382235,25.681678092828665
TCH1453,SCH040,Social Studies,Basic,5.816151099035127,15.382331637274683
TCH1454,SCH149,Math,Advanced,12.011743453002268,11.397527448061116
TCH1455,SCH487,Math,Basic,7.660831797280307,10.537370447676569
TCH1456,SCH222,Social Studies,Basic,9.45807844463334,31.589397785934175
TCH1457,SCH009,Science,Basic,5.403481522212021,29.015657727942234
TCH1458,SCH232,English,Basic,12.54552604171111,25.81373312599174
TCH1459,SCH165,Social Studies,Advanced,6.122807440107347,10.849929654612488
TCH1460,SCH222,Nepali,Basic,1.0,25.46937566667129
TCH1461,SCH054,Science,Advanced,2.5048391818030487,17.675334204982
TCH1462,SCH466,Science,Basic,5.712084746988457,25.445940571640335
TCH1463,SCH056,English,Advanced,1.0,24.68280147497123
TCH1464,SCH336,Math,Advanced,13.210172812008068,12.102045704641068
TCH1465,SCH022,Social Studies,Advanced,14.063891986366434,14.75723516464284
TCH1466,SCH105,Social Studies,Basic,9.183755085993699,18.585425479101794
TCH1467,SCH022,Social Studies,Basic,16.5734602475048,10.904126567601423
TCH1468,SCH332,Social Studies,Advanced,4.6790003302028325,30.126307561899388
TCH1469,SCH094,English,Advanced,4.52374204307844,24.463962034615907
TCH1470,SCH101,Nepali,Basic,13.70876077843022,10.090808898624966
TCH1471,SCH024,English,Basic,5.336311946729621,28.198641773228157
TCH1472,SCH274,Social Studies,Advanced,7.129127085704555,31.900828702041228
TCH1473,SCH139,Social Studies,Advanced,6.7109884196914535,26.819441113225288
TCH1474,SCH331,English,Basic,10.138310984064823,19.10280805490261
TCH1475,SCH357,Nepali,Basic,9.172086182913496,5.863203922970993
TCH1476,SCH279,Nepali,Basic,11.119596776786189,24.60129351453881
TCH1477,SCH154,Science,Basic,10.154634622882002,20.6703893641384
TCH1478,SCH156,Social Studies,Advanced,14.416967929785837,11.356953887673226
TCH1479,SCH132,Social Studies,Basic,9.659512426709775,5.775469445472994
TCH1480,SCH421,Math,Basic,9.774556959324766,30.691529915479585
TCH1481,SCH448,Social Studies,Advanced,10.609274457380923,20.930160810039187
TCH1482,SCH483,Nepali,Advanced,4.164688712019594,25.83403073997855
TCH1483,SCH437,Science,Basic,14.478133457279446,11.589062441085666
TCH1484,SCH004,Social Studies,Basic,4.300313169843687,17.529661622544527
TCH1485,SCH373,Math,Advanced,11.923700579748692,6.007752576030863
